19035,..Cherokee County,"12,072"
19037,..Chickasaw County,"12,439"
19039,..Clarke County,"9,286"
19041,..Clay County,"16,667"
19043,..Clayton County,"18,129"
19045,..Clinton County,"49,116"
19047,..Crawford County,"17,096"
19049,..Dallas County,"66,135"
19051,..Davis County,"8,753"
19053,..Decatur County,"8,457"
19055,..Delaware County,"17,764"
19057,..Des Moines County,"40,325"
19059,..Dickinson County,"16,667"
19061,..Dubuque County,"93,653"
19063,..Emmet County,"10,302"
19065,..Fayette County,"20,880"
19067,..Floyd County,"16,303"
19069,..Franklin County,"10,680"
19071,..Fremont County,"7,441"
19073,..Greene County,"9,336"
19075,..Grundy County,"12,453"
19077,..Guthrie County,"10,954"
19079,..Hamilton County,"15,673"
19081,..Hancock County,"11,341"
19083,..Hardin County,"17,534"
19085,..Harrison County,"14,928"
19087,..Henry County,"20,145"
19089,..Howard County,"9,566"
19091,..Humboldt County,"9,814"
19093,..Ida County,"7,089"
19095,..Iowa County,"16,355"
19097,..Jackson County,"19,848"
19099,..Jasper County,"36,842"
19101,..Jefferson County,"16,843"
19103,..Johnson County,"130,882"
19105,..Jones County,"20,638"
19107,..Keokuk County,"10,511"
19109,..Kossuth County,"15,543"
19111,..Lee County,"35,862"
19113,..Linn County,"211,226"
